cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,,,,,
828,500,43,2016-11-17 13:31:04 UTC,2%,"$92,781.38 ","$124,218.64 ","$31,437.26 ","$94,664.85 ",1,0,Em análise,,,,,
1035,702,43,2015-04-30 14:52:51 UTC,1%,"$33,306.62 ","$59,682.83 ","$26,376.21 ",$455.69 ,112,5,Em análise,,,,,
1275,59,43,2018-04-11 15:20:22 UTC,1%,"$106,179.29 ","$193,369.16 ","$87,189.87 ","$3,747.46 ",37,5,Em análise,,,,,
1537,815,43,2016-11-21 06:07:09 UTC,2%,"$74,727.48 ","$91,071.93 ","$16,344.45 ","$1,810.29 ",86,4,Em análise,,,,,
255,601,44,2014-12-31 15:09:28 UTC,2%,"$21,103.62 ","$33,450.01 ","$12,346.39 ",$484.11 ,117,3,Em análise,,,,,
299,6,44,2012-07-01 23:19:12 UTC,2%,"$135,008.09 ","$246,707.05 ","$111,698.96 ","$7,612.40 ",21,3,Em análise,,,,,
789,278,44,2012-11-13 21:00:43 UTC,1%,"$70,921.47 ","$119,311.76 ","$48,390.29 ","$1,407.11 ",94,4,Em análise,,,,,
1247,619,44,2012-12-13 12:13:36 UTC,2%,"$104,992.85 ","$144,608.16 ","$39,615.31 ","$2,556.60 ",106,5,Em análise,,,,,
1873,834,44,2011-07-16 08:55:50 UTC,1%,"$27,968.99 ","$42,190.42 ","$14,221.43 ","$2,328.61 ",13,6,Em análise,,,,,
93,26,45,2018-08-27 07:56:52 UTC,2%,"$136,405.65 ","$182,910.57 ","$46,504.92 ","$2,690.31 ",116,4,Em análise,,,,,
307,749,45,2015-02-04 07:46:29 UTC,1%,"$71,645.48 ","$102,797.14 ","$31,151.66 ","$4,712.35 ",17,3,Em análise,,,,,
366,396,45,2021-10-26 16:31:16 UTC,2%,"$98,416.12 ","$139,390.84 ","$40,974.72 ","$2,627.23 ",62,3,Em análise,,,,,
521,286,45,2021-11-26 04:09:04 UTC,2%,"$109,917.45 ","$183,729.50 ","$73,812.05 ","$2,943.62 ",108,5,Em análise,,,,,
1022,397,45,2011-12-14 11:09:29 UTC,1%,"$37,584.75 ","$44,297.93 ","$6,713.18 ","$1,153.06 ",38,6,Em análise,,,,,
1709,621,45,2012-03-10 19:25:50 UTC,2%,"$68,060.22 ","$80,872.04 ","$12,811.82 ","$2,129.24 ",59,5,Em análise,,,,,
626,555,46,2012-02-18 09:42:41 UTC,1%,"$117,660.51 ","$194,023.58 ","$76,363.07 ","$3,819.83 ",41,3,Em análise,,,,,
656,704,46,2011-05-28 02:50:43 UTC,1%,"$89,337.79 ","$148,769.13 ","$59,431.34 ","$11,624.22 ",8,4,Em análise,,,,,
835,61,46,2015-04-20 13:34:13 UTC,2%,"$53,345.22 ","$70,172.13 ","$16,826.91 ","$1,616.02 ",64,6,Em análise,,,,,
874,966,46,2010-09-29 12:06:08 UTC,2%,"$32,351.58 ","$47,233.90 ","$14,882.32 ","$8,440.70 ",4,1,Em análise,,,,,
1302,867,46,2015-03-01 19:34:29 UTC,2%,"$34,420.33 ","$65,887.59 ","$31,467.26 ","$1,081.06 ",64,6,Em análise,,,,,
1352,736,46,2013-06-06 03:36:08 UTC,1%,"$52,260.98 ","$85,080.10 ","$32,819.12 ","$2,737.75 ",22,0,Em análise,,,,,
1939,695,46,2020-04-21 00:53:57 UTC,2%,"$3,408.60 ","$6,487.10 ","$3,078.50 ",$73.53 ,104,1,Em análise,,,,,
69,920,47,2011-07-23 18:13:10 UTC,1%,"$62,967.36 ","$109,646.59 ","$46,679.23 ","$4,295.87 ",16,3,Em análise,,,,,
89,846,47,2014-04-07 17:12:21 UTC,2%,"$141,143.10 ","$206,149.93 ","$65,006.83 ","$4,644.36 ",44,4,Em análise,,,,,
190,751,47,2013-09-03 12:30:04 UTC,2%,"$44,464.31 ","$86,507.01 ","$42,042.70 ","$8,037.43 ",6,6,Em análise,,,,,
460,909,47,2021-12-20 07:07:30 UTC,1%,"$146,303.62 ","$178,747.63 ","$32,444.01 ","$2,395.38 ",87,5,Em análise,,,,,
694,532,47,2015-09-30 08:08:24 UTC,1%,"$9,563.20 ","$11,449.02 ","$1,885.82 ","$9,658.83 ",1,3,Em análise,,,,,
1195,757,47,2020-11-17 14:01:09 UTC,2%,"$68,847.75 ","$125,784.77 ","$56,937.02 ","$1,513.19 ",113,0,Em análise,,,,,
1543,172,47,2017-02-15 20:01:29 UTC,2%,"$97,455.12 ","$185,670.94 ","$88,215.82 ","$2,709.97 ",79,2,Em análise,,,,,
1806,689,47,2019-07-21 20:43:35 UTC,2%,"$58,201.04 ","$101,013.62 ","$42,812.58 ","$1,531.76 ",68,4,Em análise,,,,,
303,77,48,2017-02-21 10:55:58 UTC,1%,"$32,374.58 ","$49,216.39 ","$16,841.81 ","$1,100.52 ",38,2,Em análise,,,,,
708,701,48,2010-02-05 00:40:03 UTC,1%,"$175,641.08 ","$232,356.67 ","$56,715.59 ","$9,671.36 ",21,4,Em análise,,,,,
787,473,48,2018-09-26 11:31:21 UTC,2%,"$66,561.33 ","$104,791.67 ","$38,230.34 ","$1,526.52 ",83,4,Em análise,,,,,
1545,152,48,2011-02-03 22:42:37 UTC,2%,"$48,225.02 ","$87,348.45 ","$39,123.43 ","$1,246.70 ",90,2,Em análise,,,,,
1915,500,48,2022-10-02 10:58:19 UTC,1%,"$157,869.45 ","$203,521.03 ","$45,651.58 ","$2,372.04 ",117,4,Em análise,,,,,
405,522,49,2019-04-24 01:38:15 UTC,1%,"$21,740.29 ","$34,760.37 ","$13,020.08 ",$439.40 ,86,5,Em análise,,,,,
420,8,49,2014-05-07 14:54:03 UTC,2%,"$151,442.78 ","$249,930.50 ","$98,487.72 ","$3,262.97 ",115,2,Em análise,,,,,
525,919,49,2021-08-19 02:39:13 UTC,2%,"$134,799.25 ","$173,739.37 ","$38,940.12 ","$3,395.49 ",96,6,Em análise,,,,,
650,630,49,2011-03-22 04:12:55 UTC,2%,"$123,530.01 ","$146,618.87 ","$23,088.86 ","$4,396.02 ",41,6,Em análise,,,,,
709,422,49,2022-03-23 09:34:46 UTC,2%,"$12,408.08 ","$16,879.89 ","$4,471.81 ",$288.54 ,88,3,Em análise,,,,,
1282,136,49,2019-07-05 03:25:35 UTC,2%,"$37,365.01 ","$46,000.41 ","$8,635.40 ","$1,065.33 ",79,5,Em análise,,,,,
1341,343,49,2016-07-13 19:47:51 UTC,1%,"$132,696.23 ","$191,665.21 ","$58,968.98 ","$2,477.77 ",95,5,Em análise,,,,,
1668,710,49,2022-06-26 16:49:25 UTC,2%,"$18,369.72 ","$32,359.22 ","$13,989.50 ",$495.46 ,93,5,Em análise,,,,,
9,148,50,2019-01-23 05:38:42 UTC,2%,"$14,925.18 ","$21,038.86 ","$6,113.68 ",$397.35 ,103,2,Em análise,,,,,
734,928,50,2015-06-22 04:01:44 UTC,1%,"$99,998.08 ","$170,949.08 ","$70,951.00 ","$17,409.00 ",6,4,Em análise,,,,,
234,129,51,2014-01-24 19:03:36 UTC,1%,"$51,819.51 ","$82,445.73 ","$30,626.22 ",$718.52 ,120,1,Em análise,,,,,
858,370,51,2018-06-30 13:47:13 UTC,1%,"$72,681.24 ","$97,406.91 ","$24,725.67 ","$3,544.82 ",24,2,Em análise,,,,,
829,577,52,2022-11-07 12:31:27 UTC,2%,"$62,615.89 ","$75,752.37 ","$13,136.48 ","$1,594.18 ",72,5,Em análise,,,,,
1004,402,52,2012-03-07 23:45:49 UTC,2%,"$99,075.35 ","$149,230.21 ","$50,154.86 ","$2,587.62 ",111,4,Em análise,,,,,
1918,929,52,2022-07-15 15:43:58 UTC,2%,"$126,271.18 ","$193,413.96 ","$67,142.78 ","$3,330.27 ",113,6,Em análise,,,,,
225,480,53,2013-12-22 08:38:46 UTC,1%,"$141,212.51 ","$171,619.62 ","$30,407.11 ","$2,854.00 ",78,4,Em análise,,,,,
419,138,53,2017-10-02 21:31:43 UTC,1%,"$81,705.00 ","$144,915.68 ","$63,210.68 ","$2,434.91 ",42,4,Em análise,,,,,
1959,420,53,2010-04-01 02:11:04 UTC,2%,"$90,472.37 ","$177,198.48 ","$86,726.11 ","$19,194.47 ",5,5,Em análise,,,,,
184,278,54,2011-12-16 15:53:32 UTC,2%,"$14,460.71 ","$20,088.18 ","$5,627.47 ",$730.29 ,25,2,Em análise,,,,,
193,70,54,2012-07-29 08:37:02 UTC,1%,"$27,901.22 ","$44,423.37 ","$16,522.15 ",$743.67 ,47,4,Em análise,,,,,
295,781,54,2019-05-31 11:50:15 UTC,2%,"$154,432.60 ","$197,437.96 ","$43,005.36 ","$5,474.28 ",38,2,Em análise,,,,,
316,522,54,2016-04-28 00:29:52 UTC,2%,"$69,030.06 ","$98,722.47 ","$29,692.41 ","$2,275.00 ",57,1,Em análise,,,,,
885,38,54,2010-01-03 07:09:19 UTC,2%,"$134,013.13 ","$240,794.24 ","$106,781.11 ","$3,637.33 ",61,6,Em análise,,,,,
1560,876,54,2019-12-20 02:23:33 UTC,2%,"$91,002.52 ","$117,029.98 ","$26,027.46 ","$3,583.27 ",39,3,Em análise,,,,,
1871,191,54,2017-07-31 19:50:30 UTC,1%,"$21,672.60 ","$35,604.88 ","$13,932.28 ",$676.82 ,42,1,Em análise,,,,,
8,742,55,2020-07-09 09:52:07 UTC,2%,"$5,279.59 ","$9,254.20 ","$3,974.61 ",$115.90 ,97,0,Em análise,,,,,
853,714,55,2022-02-25 22:29:44 UTC,2%,"$167,446.59 ","$237,021.74 ","$69,575.15 ","$3,520.37 ",99,6,Em análise,,,,,
1140,63,55,2020-05-29 05:16:15 UTC,1%,"$60,985.25 ","$77,884.05 ","$16,898.80 ","$1,223.12 ",85,1,Em análise,,,,,
1898,661,55,2017-01-17 03:41:12 UTC,2%,"$112,496.49 ","$219,120.32 ","$106,623.83 ","$2,366.37 ",117,1,Em análise,,,,,
51,165,56,2019-11-12 02:23:10 UTC,2%,"$65,284.13 ","$82,344.28 ","$17,060.15 ","$1,509.25 ",106,3,Em análise,,,,,
1147,853,56,2015-04-13 04:42:04 UTC,2%,"$43,718.45 ","$67,193.24 ","$23,474.79 ","$4,574.46 ",11,3,Em análise,,,,,
1649,22,56,2016-04-13 17:42:59 UTC,2%,"$60,844.65 ","$108,336.43 ","$47,491.78 ","$3,384.63 ",23,2,Em análise,,,,,
1502,523,57,2021-10-24 02:27:55 UTC,1%,"$39,520.71 ","$62,793.15 ","$23,272.44 ","$1,404.12 ",34,6,Em análise,,,,,
33,287,58,2012-02-15 13:07:21 UTC,2%,"$161,524.69 ","$204,622.46 ","$43,097.77 ","$6,016.94 ",38,5,Em análise,,,,,
524,39,58,2012-11-15 03:50:33 UTC,1%,"$145,111.82 ","$180,996.66 ","$35,884.84 ","$5,708.68 ",32,0,Em análise,,,,,
997,738,58,2010-05-17 09:54:45 UTC,2%,"$167,934.19 ","$204,979.60 ","$37,045.41 ","$9,595.70 ",21,3,Em análise,,,,,
1090,549,58,2020-03-16 03:57:53 UTC,1%,"$17,127.83 ","$22,575.01 ","$5,447.18 ",$316.85 ,85,1,Em análise,,,,,
1234,120,58,2017-02-17 03:04:39 UTC,2%,"$144,173.91 ","$188,592.72 ","$44,418.81 ","$4,118.75 ",62,6,Em análise,,,,,
1734,819,58,2021-03-07 09:04:04 UTC,2%,"$40,229.92 ","$69,161.21 ","$28,931.29 ",$994.62 ,99,0,Em análise,,,,,
1938,494,58,2012-11-19 12:30:20 UTC,1%,"$97,385.49 ","$166,583.93 ","$69,198.44 ","$1,463.12 ",102,0,Em análise,,,,,
167,388,59,2015-11-06 09:02:27 UTC,2%,"$33,766.86 ","$62,728.89 ","$28,962.03 ",$984.49 ,61,2,Em análise,,,,,
662,461,59,2020-10-30 11:57:22 UTC,2%,"$118,546.65 ","$162,746.42 ","$44,199.77 ","$3,361.42 ",66,2,Em análise,,,,,
488,824,60,2011-05-05 11:22:58 UTC,2%,"$73,995.04 ","$96,178.01 ","$22,182.97 ","$1,687.10 ",91,6,Em análise,,,,,
837,303,60,2018-08-29 16:22:01 UTC,2%,"$54,076.91 ","$91,613.30 ","$37,536.39 ","$1,341.86 ",64,2,Em análise,,,,,
936,515,60,2019-09-17 10:22:00 UTC,1%,"$63,882.82 ","$90,789.59 ","$26,906.77 ","$1,036.86 ",116,5,Em análise,,,,,
1080,784,60,2017-01-06 21:21:47 UTC,2%,"$75,637.69 ","$104,212.88 ","$28,575.19 ","$1,982.87 ",87,2,Em análise,,,,,
1105,545,60,2021-10-31 22:17:07 UTC,2%,"$82,652.12 ","$128,271.69 ","$45,619.57 ","$2,222.95 ",75,3,Em análise,,,,,
194,456,61,2018-04-20 17:07:53 UTC,1%,"$96,279.62 ","$115,148.01 ","$18,868.39 ","$7,334.27 ",14,4,Em análise,,,,,
470,498,61,2012-03-17 16:35:15 UTC,2%,"$69,989.52 ","$95,750.92 ","$25,761.40 ","$18,416.61 ",4,6,Em análise,,,,,
1344,389,61,2010-08-05 03:28:40 UTC,1%,"$130,286.24 ","$212,578.03 ","$82,291.79 ","$7,395.54 ",20,5,Em análise,,,,,
1796,871,61,2020-01-13 11:57:25 UTC,2%,"$41,638.41 ","$66,154.43 ","$24,516.02 ",$902.89 ,111,2,Em análise,,,,,
455,999,62,2019-02-10 15:08:36 UTC,2%,"$135,037.07 ","$171,017.58 ","$35,980.51 ","$137,386.71 ",1,5,Em análise,,,,,
779,884,62,2018-09-14 15:19:45 UTC,2%,"$91,456.69 ","$137,939.39 ","$46,482.70 ","$3,160.46 ",50,3,Em análise,,,,,
1360,958,62,2019-10-25 06:34:56 UTC,2%,"$20,276.13 ","$24,323.74 ","$4,047.61 ","$1,047.11 ",25,4,Em análise,,,,,
198,847,63,2018-06-25 04:53:34 UTC,2%,"$136,567.47 ","$244,664.78 ","$108,097.31 ","$3,699.71 ",87,2,Em análise,,,,,
329,736,63,2021-11-22 09:11:59 UTC,1%,"$64,264.14 ","$83,018.15 ","$18,754.01 ","$65,150.99 ",1,6,Em análise,,,,,
399,248,63,2013-12-19 05:02:55 UTC,2%,"$9,064.30 ","$17,544.25 ","$8,479.95 ",$214.48 ,87,1,Em análise,,,,,
400,520,63,2020-06-02 23:37:39 UTC,2%,"$15,747.06 ","$26,179.89 ","$10,432.83 ",$451.45 ,79,2,Em análise,,,,,
1285,568,63,2021-07-04 23:21:37 UTC,1%,"$143,657.70 ","$243,497.22 ","$99,839.52 ","$4,086.03 ",48,1,Em análise,,,,,
1487,136,63,2017-09-11 17:02:28 UTC,1%,"$146,053.18 ","$218,806.14 ","$72,752.96 ","$2,244.90 ",97,2,Em análise,,,,,
240,898,64,2016-01-02 01:08:56 UTC,2%,"$83,719.71 ","$156,962.58 ","$73,242.87 ","$1,725.32 ",90,1,Em análise,,,,,
475,683,64,2021-11-01 22:06:54 UTC,1%,"$64,259.39 ","$78,671.82 ","$14,412.43 ","$1,376.83 ",73,6,Em análise,,,,,
1754,234,64,2021-04-09 05:30:12 UTC,2%,"$152,085.65 ","$190,172.16 ","$38,086.51 ","$3,968.87 ",120,2,Em análise,,,,,
423,548,65,2018-12-04 05:17:12 UTC,1%,"$96,822.34 ","$188,726.93 ","$91,904.59 ","$4,077.04 ",27,6,Em análise,,,,,
1325,769,65,2015-12-14 14:03:55 UTC,2%,"$25,004.75 ","$46,782.48 ","$21,777.73 ","$1,289.79 ",25,0,Em análise,,,,,
1381,834,65,2016-12-18 15:50:43 UTC,1%,"$136,971.80 ","$162,117.27 ","$25,145.47 ","$2,398.24 ",111,1,Em análise,,,,,
43,459,66,2022-11-21 14:05:11 UTC,2%,"$156,818.44 ","$196,748.06 ","$39,929.62 ","$14,430.90 ",12,5,Em análise,,,,,
137,891,66,2012-04-09 01:06:53 UTC,1%,"$6,107.23 ","$7,275.46 ","$1,168.23 ",$105.14 ,111,2,Em análise,,,,,
848,343,66,2018-07-06 11:08:16 UTC,2%,"$49,839.08 ","$93,053.36 ","$43,214.28 ","$1,632.21 ",52,2,Em análise,,,,,
1557,662,66,2019-12-22 11:27:04 UTC,1%,"$14,318.61 ","$24,358.26 ","$10,039.65 ",$197.47 ,118,6,Em análise,,,,,
1897,443,66,2015-07-11 06:06:25 UTC,2%,"$116,292.92 ","$218,389.28 ","$102,096.36 ","$119,165.36 ",1,4,Em análise,,,,,
766,451,67,2013-11-19 07:01:54 UTC,1%,"$95,279.11 ","$126,793.23 ","$31,514.12 ","$4,245.51 ",27,1,Em análise,,,,,
983,420,68,2018-02-27 03:22:09 UTC,2%,"$14,209.97 ","$25,246.25 ","$11,036.28 ","$1,740.94 ",9,4,Em análise,,,,,
1569,659,68,2010-07-18 17:58:52 UTC,1%,"$104,778.42 ","$146,684.86 ","$41,906.44 ","$5,347.84 ",23,4,Em análise,,,,,
1585,856,68,2020-10-12 00:32:46 UTC,2%,"$109,688.63 ","$175,685.25 ","$65,996.62 ","$5,088.67 ",29,3,Em análise,,,,,
1611,922,68,2018-12-29 18:53:30 UTC,3%,"$36,593.79 ","$47,142.69 ","$10,548.90 ",$971.63 ,115,2,Em análise,,,,,
1183,297,69,2016-12-02 02:48:59 UTC,2%,"$136,515.72 ","$234,283.67 ","$97,767.95 ","$3,248.55 ",91,2,Em análise,,,,,
1276,994,69,2015-05-07 06:06:48 UTC,1%,"$72,251.23 ","$106,995.24 ","$34,744.01 ","$1,712.32 ",54,6,Em análise,,,,,
378,824,70,2020-11-23 03:22:45 UTC,2%,"$149,166.60 ","$195,978.09 ","$46,811.49 ","$152,299.10 ",1,2,Em análise,,,,,
593,355,70,2021-07-28 23:25:13 UTC,2%,"$167,808.50 ","$204,293.24 ","$36,484.74 ","$4,021.37 ",68,1,Em análise,,,,,
1817,736,70,2011-11-11 17:23:52 UTC,2%,"$76,155.40 ","$103,044.52 ","$26,889.12 ","$1,665.55 ",98,6,Em análise,,,,,
1934,119,70,2014-04-03 05:45:07 UTC,2%,"$193,499.69 ","$240,234.39 ","$46,734.70 ","$4,462.27 ",87,4,Em análise,,,,,
1990,164,70,2011-11-18 16:38:58 UTC,1%,"$44,475.10 ","$77,662.03 ","$33,186.93 ","$1,152.56 ",49,6,Em análise,,,,,
61,238,71,2011-01-22 10:48:40 UTC,2%,"$2,757.11 ","$4,921.74 ","$2,164.63 ",$99.08 ,43,3,Em análise,,,,,
128,138,71,2010-01-15 15:35:07 UTC,2%,"$42,027.97 ","$57,869.25 ","$15,841.28 ",$957.42 ,92,6,Em análise,,,,,
197,724,71,2018-06-06 08:17:09 UTC,1%,"$113,650.06 ","$143,828.50 ","$30,178.44 ","$1,777.92 ",113,4,Em análise,,,,,
495,165,71,2021-05-16 11:54:26 UTC,2%,"$57,332.86 ","$68,767.29 ","$11,434.43 ","$1,409.21 ",111,3,Em análise,,,,,
823,510,71,2015-01-18 14:10:10 UTC,2%,"$113,077.12 ","$213,904.00 ","$100,826.88 ","$2,575.57 ",105,0,Em análise,,,,,
1189,822,71,2019-10-23 13:32:42 UTC,2%,"$38,738.39 ","$48,276.26 ","$9,537.87 ",$918.59 ,107,0,Em análise,,,,,
1367,670,71,2013-07-03 11:10:21 UTC,2%,"$27,776.13 ","$36,728.02 ","$8,951.89 ",$952.83 ,45,6,Em análise,,,,,
1400,897,71,2012-09-07 09:24:17 UTC,2%,"$113,310.62 ","$177,189.69 ","$63,879.07 ","$5,317.53 ",28,0,Em análise,,,,,
1401,66,71,2019-02-15 00:02:45 UTC,2%,"$14,279.96 ","$16,877.20 ","$2,597.24 ",$989.75 ,18,3,Em análise,,,,,
1464,357,71,2017-06-02 16:30:58 UTC,1%,"$46,616.97 ","$63,660.16 ","$17,043.19 ",$763.75 ,85,0,Em análise,,,,,
1708,834,71,2020-04-25 16:06:35 UTC,1%,"$204,394.41 ","$249,758.68 ","$45,364.27 ","$16,673.98 ",13,1,Em análise,,,,,
111,85,72,2019-09-01 08:52:49 UTC,1%,"$68,341.84 ","$81,810.30 ","$13,468.46 ","$1,361.99 ",91,5,Em análise,,,,,
274,661,72,2012-08-28 07:48:53 UTC,2%,"$151,970.25 ","$179,818.86 ","$27,848.61 ","$5,028.99 ",54,6,Em análise,,,,,
679,991,72,2012-02-06 13:36:57 UTC,2%,"$111,890.68 ","$164,479.49 ","$52,588.81 ","$3,794.84 ",46,0,Em análise,,,,,
713,164,72,2011-11-27 08:05:50 UTC,2%,"$135,970.24 ","$176,825.19 ","$40,854.95 ","$21,284.47 ",7,6,Em análise,,,,,
795,861,72,2021-05-04 17:59:35 UTC,2%,"$25,604.67 ","$31,391.85 ","$5,787.18 ",$536.93 ,90,2,Em análise,,,,,
918,962,72,2021-08-24 07:57:06 UTC,2%,"$86,406.10 ","$154,099.71 ","$67,693.61 ","$1,992.25 ",107,4,Em análise,,,,,
991,814,72,2011-12-19 06:05:59 UTC,2%,"$23,544.61 ","$34,956.63 ","$11,412.02 ","$1,017.83 ",34,3,Em análise,,,,,
1625,471,72,2021-05-05 09:01:14 UTC,2%,"$74,248.97 ","$99,675.37 ","$25,426.40 ","$1,717.17 ",95,3,Em análise,,,,,
319,632,73,2019-07-01 10:04:16 UTC,1%,"$63,096.38 ","$78,415.43 ","$15,319.05 ","$2,106.57 ",36,0,Em análise,,,,,
1612,554,73,2019-07-23 05:47:24 UTC,2%,"$144,613.08 ","$174,804.35 ","$30,191.27 ","$2,632.79 ",118,2,Em análise,,,,,
277,272,74,2015-07-10 08:49:03 UTC,2%,"$95,979.21 ","$113,745.23 ","$17,766.02 ","$25,335.00 ",4,3,Em análise,,,,,
449,778,74,2014-06-10 17:20:52 UTC,2%,"$45,887.56 ","$54,695.56 ","$8,808.00 ","$1,288.75 ",69,5,Em análise,,,,,
752,974,74,2015-07-11 10:28:37 UTC,2%,"$67,476.93 ","$83,197.19 ","$15,720.26 ","$1,646.18 ",93,4,Em análise,,,,,
958,364,74,2021-12-24 20:22:47 UTC,2%,"$112,903.64 ","$156,235.69 ","$43,332.05 ","$2,928.72 ",115,2,Em análise,,,,,
276,731,75,2017-02-04 06:27:26 UTC,1%,"$10,667.70 ","$18,799.77 ","$8,132.07 ",$244.62 ,56,5,Em análise,,,,,
622,885,75,2011-03-08 01:41:47 UTC,1%,"$46,974.86 ","$81,837.77 ","$34,862.91 ","$1,341.99 ",47,0,Em análise,,,,,
1131,339,75,2016-01-14 03:23:35 UTC,2%,"$156,131.71 ","$202,085.57 ","$45,953.86 ","$5,196.49 ",47,6,Em análise,,,,,
304,237,76,2012-04-01 16:08:05 UTC,1%,"$102,928.92 ","$175,083.61 ","$72,154.69 ","$1,796.70 ",85,0,Em análise,,,,,
945,415,76,2022-11-19 07:58:31 UTC,1%,"$160,842.74 ","$220,841.00 ","$59,998.26 ","$12,522.30 ",14,6,Em análise,,,,,
1137,805,76,2016-07-13 19:04:21 UTC,1%,"$126,234.06 ","$158,179.72 ","$31,945.66 ","$5,501.32 ",27,6,Em análise,,,,,
1782,405,76,2016-01-31 22:25:09 UTC,2%,"$58,212.61 ","$71,195.86 ","$12,983.25 ","$1,508.59 ",105,6,Em análise,,,,,
728,807,77,2011-03-05 20:39:47 UTC,2%,"$175,186.65 ","$217,450.02 ","$42,263.37 ","$4,477.13 ",118,4,Em análise,,,,,
966,932,77,2011-05-02 10:29:25 UTC,2%,"$116,523.55 ","$143,445.00 ","$26,921.45 ","$3,454.97 ",69,0,Em análise,,,,,
1063,284,77,2022-04-12 22:10:23 UTC,2%,"$118,281.38 ","$225,897.45 ","$107,616.07 ","$2,827.64 ",111,6,Em análise,,,,,
1717,590,77,2019-02-08 00:42:30 UTC,2%,"$35,631.20 ","$61,361.35 ","$25,730.15 ","$1,196.37 ",51,6,Em análise,,,,,
1193,463,78,2018-11-27 17:24:07 UTC,2%,"$34,810.62 ","$49,264.08 ","$14,453.46 ",$882.26 ,111,0,Em análise,,,,,
1372,557,78,2018-01-10 21:52:33 UTC,2%,"$70,642.90 ","$128,757.59 ","$58,114.69 ","$3,075.42 ",31,3,Em análise,,,,,
1262,974,79,2017-08-08 21:22:10 UTC,2%,"$180,490.94 ","$245,410.40 ","$64,919.46 ","$4,748.84 ",77,0,Em análise,,,,,
1414,467,79,2019-11-21 06:54:43 UTC,2%,"$77,389.43 ","$125,685.43 ","$48,296.00 ","$5,609.84 ",16,5,Em análise,,,,,
1885,177,79,2012-05-27 15:00:47 UTC,2%,"$91,789.70 ","$166,042.12 ","$74,252.42 ","$2,236.18 ",81,1,Em análise,,,,,
1964,921,79,2010-01-27 05:31:26 UTC,2%,"$174,276.79 ","$205,061.49 ","$30,784.70 ","$4,517.00 ",60,2,Em análise,,,,,
110,133,80,2016-06-10 20:05:34 UTC,1%,"$84,783.26 ","$155,668.88 ","$70,885.62 ","$1,687.25 ",82,3,Em análise,,,,,
443,37,80,2015-06-09 21:45:29 UTC,2%,"$58,014.12 ","$87,004.94 ","$28,990.82 ","$1,352.64 ",120,2,Em análise,,,,,
881,378,80,2017-01-23 23:41:53 UTC,1%,"$141,503.02 ","$223,199.06 ","$81,696.04 ","$2,076.20 ",115,4,Em análise,,,,,
1034,85,80,2011-04-19 07:51:00 UTC,2%,"$24,695.16 ","$31,300.02 ","$6,604.86 ",$560.41 ,109,2,Em análise,,,,,
1340,31,80,2016-08-20 11:56:32 UTC,1%,"$51,153.55 ","$82,613.69 ","$31,460.14 ",$777.32 ,107,6,Em análise,,,,,
1353,444,80,2011-08-15 03:54:27 UTC,2%,"$64,833.77 ","$129,438.91 ","$64,605.14 ","$2,753.51 ",30,1,Em análise,,,,,
1721,768,80,2013-04-23 23:30:48 UTC,1%,"$106,194.46 ","$182,320.84 ","$76,126.38 ","$1,479.71 ",120,2,Em análise,,,,,
1807,861,80,2019-04-20 05:48:59 UTC,1%,"$13,022.14 ","$18,606.80 ","$5,584.66 ",$227.00 ,79,4,Em análise,,,,,
161,602,81,2015-03-29 02:21:30 UTC,2%,"$170,214.62 ","$210,891.78 ","$40,677.16 ","$3,954.16 ",120,0,Em análise,,,,,
360,744,81,2021-11-10 04:56:10 UTC,1%,"$47,178.50 ","$57,113.38 ","$9,934.88 ","$2,512.46 ",21,0,Em análise,,,,,
862,940,81,2013-10-03 02:30:56 UTC,1%,"$18,484.85 ","$29,769.01 ","$11,284.16 ",$315.55 ,107,4,Em análise,,,,,
1503,775,81,2021-12-27 10:32:26 UTC,2%,"$54,938.94 ","$101,545.12 ","$46,606.18 ","$3,190.19 ",22,3,Em análise,,,,,
60,194,82,2012-11-25 08:05:04 UTC,2%,"$189,577.66 ","$243,772.06 ","$54,194.40 ","$9,184.80 ",29,2,Em análise,,,,,
1077,181,82,2011-05-23 22:12:07 UTC,1%,"$69,724.34 ","$122,830.14 ","$53,105.80 ","$1,323.03 ",69,0,Em análise,,,,,
1196,893,82,2012-05-25 05:00:08 UTC,1%,"$67,637.05 ","$92,016.10 ","$24,379.05 ","$2,326.45 ",37,1,Em análise,,,,,
497,763,83,2015-11-09 14:36:16 UTC,2%,"$94,763.22 ","$161,314.83 ","$66,551.61 ","$4,070.60 ",29,2,Em análise,,,,,
515,982,84,2017-11-14 19:20:38 UTC,2%,"$56,447.61 ","$96,471.98 ","$40,024.37 ","$1,183.73 ",88,5,Em análise,,,,,
1108,716,84,2014-01-01 17:40:10 UTC,2%,"$135,794.46 ","$207,700.80 ","$71,906.34 ","$3,242.16 ",73,6,Em análise,,,,,
1149,204,84,2020-07-14 02:41:18 UTC,2%,"$8,810.70 ","$14,833.47 ","$6,022.77 ",$227.92 ,119,6,Em análise,,,,,
1550,814,84,2014-10-26 15:21:31 UTC,1%,"$25,528.13 ","$38,960.17 ","$13,432.04 ",$436.75 ,99,1,Em análise,,,,,
